Transaction_Text,Label
Parking multilevel mall | Ref:c9a2afba | Amount: INR 24972.19,Travel
Airport parking P2 long stay | Ref:b2fd8a11 | Amount: INR 22286.28,Travel
Railway parking prepaid | Ref:8252af7e | Amount: INR 25616.62,Travel
Bus stand cloak room | Ref:f9a0fcda | Amount: INR 77152.25,Travel
Toll plaza monthly pass | Ref:ae4e5d70 | Amount: INR 25640.86,Travel
Expressway FASTag debit | Ref:a672f0ff | Amount: INR 63655.75,Travel
Yamuna expressway toll | Ref:2c4fa6b7 | Amount: INR 81787.12,Travel
Mumbai Pune expressway toll | Ref:4fe4a3ee | Amount: INR 48170.42,Travel
Bangalore Mysore highway toll | Ref:6f8c3b3d | Amount: INR 28285.35,Travel
Chennai toll plaza debit | Ref:cae0da74 | Amount: INR 4006.36,Travel
Hyderabad ORR toll | Ref:4ca7e90c | Amount: INR 35203.29,Travel
Delhi NCR toll tags | Ref:5b5c0b29 | Amount: INR 88113.83,Travel
Gurgaon toll plaza charge | Ref:f6fe09e8 | Amount: INR 38828.88,Travel
Noida expressway toll | Ref:6bfd1c5b | Amount: INR 26265.35,Travel
Jewar airport toll | Ref:1f8e83bf | Amount: INR 19160.41,Travel
Sea link toll Mumbai | Ref:5baadc2a | Amount: INR 33344.27,Travel
Bandra Worli sea link | Ref:e93d41f7 | Amount: INR 61347.77,Travel
Eastern freeway toll | Ref:67cdab99 | Amount: INR 20433.98,Travel
Western express highway toll | Ref:0cd53f65 | Amount: INR 33004.28,Travel
Eastern peripheral expressway | Ref:fa70d3ef | Amount: INR 20314.45,Travel
Delhi Meerut expressway toll | Ref:a22c371a | Amount: INR 87854.07,Travel
Purvanchal expressway toll | Ref:abee8aff | Amount: INR 93028.1,Travel
Agra Lucknow expressway toll | Ref:fc9dacbc | Amount: INR 46452.96,Travel
Mumbai Goa highway toll | Ref:8d1d3a9e | Amount: INR 79918.62,Travel
Bangalore Chennai toll | Ref:c2872768 | Amount: INR 66840.01,Travel
Visakhapatnam Araku ghat toll | Ref:e9a6eb23 | Amount: INR 20153.9,Travel
Shillong Cherrapunji road toll | Ref:b7e1be58 | Amount: INR 29992.15,Travel
Guwahati Kaziranga toll | Ref:96f43640 | Amount: INR 5209.81,Travel
Kochi Munnar ghat toll | Ref:cdccaf7a | Amount: INR 63947.4,Travel
Ooty ghat road toll | Ref:3e21f8ea | Amount: INR 84689.92,Travel
Kodaikanal hairpin toll | Ref:bf6ababb | Amount: INR 41139.47,Travel
Valparai hairpin bus toll | Ref:66baaaab | Amount: INR 80616.1,Travel
Amazon.in marketplace order | Ref:4646be32 | Amount: INR 90289.5,Shopping
Flipkart Big Billion Days order | Ref:baa2aee6 | Amount: INR 95469.36,Shopping
Myntra fashion sale debit | Ref:3e0dabcf | Amount: INR 78188.75,Shopping
Ajio style club purchase | Ref:fbd1b25e | Amount: INR 77571.39,Shopping
Nykaa beauty order | Ref:fcedeca6 | Amount: INR 11412.35,Shopping
Purplle cosmetics debit | Ref:987b3bc4 | Amount: INR 54864.98,Shopping
Tata CLiQ electronics | Ref:baa8eb3d | Amount: INR 32829.2,Shopping
Reliance Digital EMI down payment | Ref:beff1d0f | Amount: INR 22158.62,Shopping
Croma store POS debit | Ref:ae2ade68 | Amount: INR 80358.53,Shopping
Vijay Sales TV purchase | Ref:e4858d4a | Amount: INR 92741.78,Shopping
Poorvika mobiles debit | Ref:ecf97de1 | Amount: INR 60399.35,Shopping
Sangeetha mobiles Chennai | Ref:4374c2c4 | Amount: INR 87315.16,Shopping
UniverCell accessories | Ref:eb58b3fc | Amount: INR 30643.0,Shopping
MobileNXT repair parts | Ref:cedfadc9 | Amount: INR 16925.49,Shopping
iPlanet Apple reseller | Ref:edc33a03 | Amount: INR 60809.22,Shopping
Imagine store AppleCare | Ref:c16b1610 | Amount: INR 74778.02,Shopping
Poorvika iPhone trade-in | Ref:abcac3d1 | Amount: INR 2499.67,Shopping
Samsung shop online | Ref:ecee27be | Amount: INR 80162.32,Shopping
OnePlus store accessories | Ref:8fded6e1 | Amount: INR 52378.61,Shopping
Boat lifestyle earbuds | Ref:320f9f56 | Amount: INR 53900.25,Shopping
Noise smartwatch order | Ref:7c0cb411 | Amount: INR 86121.65,Shopping
Fire-Boltt fitness band | Ref:4c3df3da | Amount: INR 18763.21,Shopping
Lenovo laptop online | Ref:cac9bb4d | Amount: INR 36268.45,Shopping
HP world store debit | Ref:7aca36d6 | Amount: INR 8604.04,Shopping
Dell online outlet order | Ref:3ebcc61a | Amount: INR 88900.49,Shopping
Asus ROG accessories | Ref:6b676b4b | Amount: INR 17719.73,Shopping
LG OLED TV installment | Ref:7054ce5e | Amount: INR 13841.22,Shopping
Sony Bravia dealer debit | Ref:0dfaddfe | Amount: INR 27623.75,Shopping
Panasonic AC installation | Ref:2ce1bf60 | Amount: INR 49218.14,Shopping
Voltas AC AMC renewal | Ref:12a7fcab | Amount: INR 25786.61,Shopping
Blue Star water purifier | Ref:c37ee8b2 | Amount: INR 53532.28,Shopping
Kent RO filter replacement | Ref:4aabcf9c | Amount: INR 82589.32,Shopping
Eureka Forbes vacuum | Ref:bd37fd94 | Amount: INR 60306.27,Shopping
Philips air fryer order | Ref:7bcbeae9 | Amount: INR 30035.98,Shopping
Prestige cooker combo | Ref:a5e8a86a | Amount: INR 37443.39,Shopping
Pigeon kitchenware UPI | Ref:d3ea9e77 | Amount: INR 56334.84,Shopping
Milton bottle bulk school | Ref:ffa3a7bc | Amount: INR 94774.17,Shopping
Tupperware party order | Ref:3c9d2fa7 | Amount: INR 51717.71,Shopping
IKEA Hyderabad furniture | Ref:abeb5f4f | Amount: INR 36420.12,Shopping
HomeCentre decor purchase | Ref:d62f7fd1 | Amount: INR 75076.56,Shopping
Urban Ladder sofa EMI | Ref:2fadc88d | Amount: INR 70316.79,Shopping
Pepperfry wardrobe order | Ref:6f3b9a19 | Amount: INR 63573.47,Shopping
Wakefit mattress online | Ref:a0ecbecc | Amount: INR 79302.24,Shopping
SleepyCat mattress debit | Ref:ff79897c | Amount: INR 32545.04,Shopping
Flo mattress trial debit | Ref:d017c8ac | Amount: INR 71464.26,Shopping
Nilkamal plastic chairs | Ref:21ffac27 | Amount: INR 9630.27,Shopping
Supreme furniture plastic | Ref:20c2b8a8 | Amount: INR 4797.05,Shopping
Godrej Interio showroom | Ref:f9e4c614 | Amount: INR 44649.89,Shopping
Durian sofa leather order | Ref:34d57abf | Amount: INR 44433.79,Shopping
Hometown dining set | Ref:6a0cf32c | Amount: INR 31531.07,Shopping
HomeTown modular kitchen | Ref:94a53de1 | Amount: INR 26801.31,Shopping
Livspace design fee advance | Ref:6ea8bd5a | Amount: INR 62801.58,Shopping
Bonito Designs interior | Ref:ab78b201 | Amount: INR 30576.37,Shopping
Asian Paints dealer debit | Ref:ba9ef9d2 | Amount: INR 34115.46,Shopping
Berger Paints contractor bill | Ref:a7ff92bd | Amount: INR 20086.66,Shopping
Nerolac emulsion bulk | Ref:9fa7ae93 | Amount: INR 13051.12,Shopping
Dulux trade paint order | Ref:631af4dd | Amount: INR 93866.12,Shopping
Havells fan and lights | Ref:3e8a9a9e | Amount: INR 63137.39,Shopping
Orient Electric cooler | Ref:d453a0df | Amount: INR 13531.07,Shopping
Bajaj Electricals iron | Ref:96d47a14 | Amount: INR 34987.13,Shopping
Usha sewing machine order | Ref:bbe00d1e | Amount: INR 14242.09,Shopping
Morphy Richards mixer | Ref:f00a50cb | Amount: INR 50643.15,Shopping
Butterfly mixer grinder | Ref:8228febf | Amount: INR 30942.8,Shopping
Sujata mixer service parts | Ref:3d2c8e61 | Amount: INR 22875.87,Shopping
Wonderchef cookware set | Ref:6029a8bf | Amount: INR 55536.16,Shopping
Meyer cookware stainless | Ref:9a8a17a8 | Amount: INR 22653.0,Shopping
Vinod cookware induction | Ref:ffb72c8e | Amount: INR 59914.47,Shopping
Hawkins pressure cooker | Ref:8a4effd2 | Amount: INR 56427.13,Shopping
Prestige induction cooktop | Ref:0e9aec51 | Amount: INR 16755.16,Shopping
Pigeon induction cooktop | Ref:75c9f217 | Amount: INR 43769.85,Shopping
Borosil glassware set | Ref:c0fc7643 | Amount: INR 52192.22,Shopping
Treo tiffin stackable | Ref:fc4521aa | Amount: INR 3691.64,Shopping
Milton tiffin combo | Ref:ef502afc | Amount: INR 2281.7,Shopping
Cello furniture plastic | Ref:3fe60dea | Amount: INR 17776.16,Shopping
Nilkamal chair bulk office | Ref:eafdbaaa | Amount: INR 22710.22,Shopping
Supreme chair dealer | Ref:10a8cab2 | Amount: INR 87843.2,Shopping
Amazon basics HDMI cable | Ref:d1df99b3 | Amount: INR 32587.03,Shopping
Amazon basics backpack | Ref:ab2db4e5 | Amount: INR 87425.3,Shopping
Flipkart smartbuy cable | Ref:edaff3a5 | Amount: INR 2549.95,Shopping
JioMart electronics accessories | Ref:acf95539 | Amount: INR 92712.24,Shopping
Reliance Smart Bazaar bulk | Ref:da8b0e1d | Amount: INR 94936.24,Shopping
DMart monthly stock-up | Ref:2aba7ba5 | Amount: INR 71852.77,Shopping
Big Bazaar closing sale legacy | Ref:bffd37e9 | Amount: INR 43265.39,Shopping
Spencer's home essentials | Ref:cdbe7a4f | Amount: INR 84518.48,Shopping
More Retail home care | Ref:efeafdbe | Amount: INR 31426.99,Shopping
Metro wholesale cleaning supplies | Ref:bb27887e | Amount: INR 35532.75,Shopping
IKEA kids room furniture | Ref:a0df3eef | Amount: INR 95331.89,Shopping
FirstCry baby gear order | Ref:5e6a6c07 | Amount: INR 95750.02,Shopping
Hopscotch kids clothing | Ref:f14fdef3 | Amount: INR 50501.51,Shopping
Mothercare stroller order | Ref:49ef98dd | Amount: INR 44785.2,Shopping
Decathlon sports gear | Ref:f24720dc | Amount: INR 34904.12,Shopping
Wildcraft rucksack order | Ref:85e527bd | Amount: INR 59975.99,Shopping
Skybags luggage online | Ref:6cba793b | Amount: INR 84454.08,Shopping
American Tourister suitcase | Ref:f6abd21b | Amount: INR 23355.06,Shopping
Samsonite cabin bag | Ref:26e6b5f9 | Amount: INR 63851.85,Shopping
VIP bags school bag | Ref:df6bcf14 | Amount: INR 23235.24,Shopping
Safari bags trolley | Ref:3ca6adfe | Amount: INR 25157.98,Shopping
Puma outlet sneakers | Ref:d3f3be4d | Amount: INR 50115.12,Shopping
Adidas originals store | Ref:88a992e9 | Amount: INR 73207.08,Shopping
Nike factory outlet debit | Ref:6baf4beb | Amount: INR 73448.8,Shopping
Reebok crossfit shoes | Ref:cebdff13 | Amount: INR 53749.17,Shopping
Woodland boots seasonal | Ref:f6b1eb78 | Amount: INR 59274.16,Shopping
Bata school shoes bulk | Ref:7affff0f | Amount: INR 84083.03,Shopping
Liberty shoes formal | Ref:1ae5fdef | Amount: INR 31257.29,Shopping
Metro shoes wedding | Ref:8768efb7 | Amount: INR 27535.43,Shopping
Mochi shoes festive | Ref:c9286a35 | Amount: INR 49216.46,Shopping
Regal shoes leather | Ref:7f54bcfc | Amount: INR 42624.91,Shopping
Hidesign wallet purchase | Ref:314df989 | Amount: INR 55822.89,Shopping
Lavie handbags online | Ref:baab2bcf | Amount: INR 74422.06,Shopping
Caprese bags debit | Ref:46a9f01e | Amount: INR 6486.87,Shopping
Baggit tote order | Ref:dcc70d83 | Amount: INR 56513.1,Shopping
Wildcraft wallet combo | Ref:28be5075 | Amount: INR 68144.48,Shopping
Tanishq jewellery advance | Ref:aa57cbf7 | Amount: INR 11675.54,Shopping
Malabar Gold purchase | Ref:b77a3af2 | Amount: INR 38569.26,Shopping
Kalyan Jewellers booking | Ref:21f10caa | Amount: INR 91249.49,Shopping
PC Jeweller gold coin | Ref:ebb2c5af | Amount: INR 84934.82,Shopping
Joyalukkas chain purchase | Ref:0aecfa27 | Amount: INR 41244.22,Shopping
Bhima jewellers necklace | Ref:87c16426 | Amount: INR 65288.11,Shopping
Reliance Jewels offer | Ref:14f6ab43 | Amount: INR 55664.17,Shopping
CaratLane online ring | Ref:ebde3fd7 | Amount: INR 83071.19,Shopping
BlueStone diamond stud | Ref:32e1bedc | Amount: INR 73602.3,Shopping
Melorra daily wear gold | Ref:fecb75d7 | Amount: INR 2446.2,Shopping
Giva silver jewellery | Ref:0bfae2ea | Amount: INR 36854.67,Shopping
Pipa Bella accessories | Ref:0ee21091 | Amount: INR 43539.61,Shopping
Accessorize London India | Ref:34c5fea7 | Amount: INR 94207.78,Shopping
Claire's accessories mall | Ref:8219dbf0 | Amount: INR 68030.41,Shopping
Lifestyle department store | Ref:6dc67c78 | Amount: INR 6469.57,Shopping
Shoppers Stop sale debit | Ref:bbb2e338 | Amount: INR 30151.89,Shopping
Pantaloons festive shopping | Ref:ee15dee7 | Amount: INR 41672.8,Shopping
Westside home linen | Ref:ae8bd248 | Amount: INR 10544.6,Shopping
Marks and Spencer India | Ref:40e843fa | Amount: INR 3379.19,Shopping
Zara India store debit | Ref:c9c2fc9e | Amount: INR 73332.23,Shopping
H&M fast fashion purchase | Ref:7ff195ba | Amount: INR 30410.63,Shopping
Uniqlo India launch day | Ref:eb0c72a3 | Amount: INR 66718.9,Shopping
Decathlon hiking pants | Ref:fc4df1c9 | Amount: INR 781.55,Shopping
Wildcraft rain jacket | Ref:efcd2b53 | Amount: INR 32621.65,Shopping
Columbia trek shoes import | Ref:1efd79b1 | Amount: INR 88133.09,Shopping
The North Face jacket | Ref:f4d9f3ba | Amount: INR 23458.97,Shopping
Patagonia fleece rare import | Ref:a34043af | Amount: INR 63498.1,Shopping
REI gear forwarder fee | Ref:b94b9f85 | Amount: INR 26862.11,Shopping
AliExpress India customs duty | Ref:962b8bc0 | Amount: INR 10817.89,Shopping
Shein alternative app order | Ref:aece1bc3 | Amount: INR 83720.25,Shopping
Meesho reseller stock purchase | Ref:5ae726bf | Amount: INR 82564.95,Shopping
GlowRoad reseller bulk | Ref:a7d5a8d6 | Amount: INR 28301.21,Shopping
Shop101 social commerce | Ref:a603fb9c | Amount: INR 4821.19,Shopping
DealShare grocery bulk | Ref:d5aa39c1 | Amount: INR 68053.87,Shopping
JioMart partner order | Ref:0d9cedb7 | Amount: INR 80223.35,Shopping
Flipkart wholesale B2B | Ref:baf1fec1 | Amount: INR 94846.24,Shopping
Udaan B2B stock purchase | Ref:4cdac1e4 | Amount: INR 90017.22,Shopping
IndiaMART supplier advance | Ref:6a59cdc4 | Amount: INR 61563.15,Shopping
Alibaba small lot import fee | Ref:28bae8eb | Amount: INR 44745.57,Shopping
Customs duty on parcel | Ref:5d82ba98 | Amount: INR 83134.15,Shopping
Courier COD settlement debit | Ref:0c71c6df | Amount: INR 41353.61,Shopping
Blue Dart freight charge | Ref:ff7fabfc | Amount: INR 56141.69,Shopping
Delhivery logistics fee | Ref:da33ddb8 | Amount: INR 74783.04,Shopping
DTDC courier prepaid | Ref:41d83acd | Amount: INR 22982.38,Shopping
Professional courier debit | Ref:3c1cabd4 | Amount: INR 42393.91,Shopping
FedEx import duty payment | Ref:fcc3fea9 | Amount: INR 24725.75,Shopping
DHL express surcharge | Ref:970d1e41 | Amount: INR 27349.34,Shopping
Aramex customs clearance | Ref:dffdb3d9 | Amount: INR 35746.38,Shopping
Amazon global store import | Ref:9dbd08ff | Amount: INR 80084.87,Shopping
iHerb supplement import duty | Ref:bd4c40f8 | Amount: INR 97628.28,Shopping
MyProtein import order | Ref:aac1bb65 | Amount: INR 34062.96,Shopping
Nykaa global beauty import | Ref:3e72e4b9 | Amount: INR 12378.17,Shopping
Sephora India online | Ref:4a3c0e98 | Amount: INR 87759.36,Shopping
LookFantastic subscription | Ref:09bd9609 | Amount: INR 72496.51,Shopping
Cult.fit merch store | Ref:b7f9beb2 | Amount: INR 70753.64,Shopping
Nike SNKRS India draw loss | Ref:a0c5ba9d | Amount: INR 3400.19,Shopping
Adidas confirmed app debit | Ref:9b2aee73 | Amount: INR 31263.8,Shopping
StockX forwarder fee | Ref:4216970d | Amount: INR 35143.42,Shopping
GOAT sneakers customs | Ref:23e3e5cb | Amount: INR 96699.82,Shopping
eBay India seller tools | Ref:685b0fdb | Amount: INR 61297.07,Shopping
Etsy craft supplies import | Ref:361f3c88 | Amount: INR 98057.85,Shopping
HDFC home loan EMI auto debit | Ref:cd8c470c | Amount: INR 39825.79,EMI
SBI home loan EMI ECS | Ref:fe39694b | Amount: INR 75424.39,EMI
ICICI car loan EMI | Ref:15924688 | Amount: INR 97658.6,EMI
Axis Bank personal loan EMI | Ref:1d3aadc0 | Amount: INR 51829.1,EMI
Kotak credit card EMI conversion | Ref:c3cac8c9 | Amount: INR 22444.43,EMI
HDFC credit card EMI plan | Ref:9d58feab | Amount: INR 3339.27,EMI
ICICI credit card EMI | Ref:0b6b2b8b | Amount: INR 65793.49,EMI
SBI SimplyCLICK EMI | Ref:bfddc9da | Amount: INR 72694.48,EMI
American Express EMI charge | Ref:3ecab06f | Amount: INR 80090.01,EMI
Citibank loan EMI | Ref:d7c1ff7d | Amount: INR 1563.9,EMI
Standard Chartered loan EMI | Ref:ae376d63 | Amount: INR 11833.65,EMI
Yes Bank personal loan EMI | Ref:74fffc72 | Amount: INR 45499.77,EMI
IndusInd two wheeler EMI | Ref:8ffc06f4 | Amount: INR 90479.78,EMI
Federal Bank gold loan EMI | Ref:2b062a4f | Amount: INR 18844.08,EMI
South Indian Bank housing EMI | Ref:7ad27c85 | Amount: INR 51705.06,EMI
Karnataka Bank vehicle EMI | Ref:845ee03b | Amount: INR 64669.18,EMI
Canara Bank education loan EMI | Ref:ce2aca4c | Amount: INR 55503.46,EMI
Union Bank of India EMI | Ref:0d2a9e0c | Amount: INR 98409.14,EMI
Bank of Baroda home loan EMI | Ref:f1f272c3 | Amount: INR 78148.52,EMI
PNB housing finance EMI | Ref:efde5f4e | Amount: INR 97305.02,EMI
Indian Bank mortgage EMI | Ref:f2b6ca30 | Amount: INR 91279.89,EMI
Indian Overseas Bank EMI | Ref:983dc297 | Amount: INR 13292.72,EMI
UCO Bank loan EMI | Ref:2de7c7ad | Amount: INR 22805.79,EMI
Central Bank of India EMI | Ref:fe1cec55 | Amount: INR 32293.83,EMI
IDBI Bank home loan EMI | Ref:fc7ecd6b | Amount: INR 44055.56,EMI
Bank of Maharashtra EMI | Ref:b01385b7 | Amount: INR 55320.74,EMI
Jammu and Kashmir Bank EMI | Ref:fae9d465 | Amount: INR 53445.84,EMI
Punjab and Sind Bank EMI | Ref:9805c21b | Amount: INR 39128.08,EMI
Tamilnad Mercantile Bank EMI | Ref:5fb4ffb6 | Amount: INR 56978.02,EMI
DCB Bank personal loan EMI | Ref:fde95d7b | Amount: INR 91273.2,EMI
RBL Bank credit card EMI | Ref:2faa8a29 | Amount: INR 293.85,EMI
AU Small Finance Bank EMI | Ref:7eaf7a51 | Amount: INR 32958.38,EMI
Ujjivan Small Finance Bank EMI | Ref:4edd1fea | Amount: INR 19742.01,EMI
Equitas EMI on two wheeler | Ref:abe6cb2c | Amount: INR 11038.64,EMI
ESAF Small Finance Bank EMI | Ref:2b2dbb99 | Amount: INR 91821.09,EMI
North East Small Finance Bank EMI | Ref:b2c8e48e | Amount: INR 28941.59,EMI
Jana Small Finance Bank EMI | Ref:a4d3af4e | Amount: INR 22912.68,EMI
Capital Small Finance Bank EMI | Ref:cf33c209 | Amount: INR 45865.48,EMI
Shivalik Small Finance Bank EMI | Ref:4ecb35a9 | Amount: INR 14925.13,EMI
Unity Small Finance Bank EMI | Ref:71bd3dfb | Amount: INR 22848.01,EMI
Bajaj Finserv consumer EMI | Ref:71ce1644 | Amount: INR 96564.64,EMI
Bajaj Finance EMI debit | Ref:ad98b008 | Amount: INR 41905.44,EMI
Tata Capital personal loan EMI | Ref:bdaebf2c | Amount: INR 95940.33,EMI
L&T Finance two wheeler EMI | Ref:eddbbdd2 | Amount: INR 57081.71,EMI
Mahindra Finance tractor EMI | Ref:b6ad02b0 | Amount: INR 44303.7,EMI
Cholamandalam vehicle EMI | Ref:5b9bd6d8 | Amount: INR 12044.43,EMI
Shriram Finance gold loan EMI | Ref:dcaade49 | Amount: INR 36648.65,EMI
Muthoot Finance loan EMI | Ref:d8abd6b6 | Amount: INR 63712.39,EMI
Manappuram gold loan EMI | Ref:cacafaa9 | Amount: INR 61114.92,EMI
IIFL Finance EMI | Ref:426ed7ed | Amount: INR 49338.33,EMI
Aditya Birla Housing EMI | Ref:c86ae9ab | Amount: INR 66514.36,EMI
LIC Housing Finance EMI | Ref:a365c3b2 | Amount: INR 70613.12,EMI
PNB Housing Finance EMI | Ref:2d2fcefe | Amount: INR 76368.89,EMI
GIC Housing Finance EMI | Ref:4f52375a | Amount: INR 71847.06,EMI
HUDCO subsidiary EMI | Ref:b80cbf06 | Amount: INR 88130.36,EMI
India Shelter housing EMI | Ref:c248539a | Amount: INR 22887.11,EMI
Aptus Value Housing EMI | Ref:b2ba12cd | Amount: INR 58424.86,EMI
Home First Finance EMI | Ref:9ca1c79e | Amount: INR 52538.14,EMI
Aspire Home Finance EMI | Ref:54f49efe | Amount: INR 77981.34,EMI
Capri Global Housing EMI | Ref:febc3b1c | Amount: INR 45517.75,EMI
Altico housing loan EMI | Ref:e2a3424e | Amount: INR 28497.26,EMI
Reliance Home Finance EMI legacy | Ref:37837db2 | Amount: INR 46196.55,EMI
DHFL EMI assignment NBFC | Ref:49d4592b | Amount: INR 27155.1,EMI
Indiabulls Housing EMI | Ref:ffaa22fd | Amount: INR 69874.15,EMI
JM Financial home loan EMI | Ref:a1ac3ba1 | Amount: INR 62985.85,EMI
Motilal Oswal Home Finance EMI | Ref:72dd37fc | Amount: INR 75537.19,EMI
Piramal Capital housing EMI | Ref:1a232d4a | Amount: INR 24659.41,EMI
Fullerton India personal EMI | Ref:2a9111cc | Amount: INR 68417.06,EMI
Hero FinCorp bike EMI | Ref:dcfa5e5e | Amount: INR 66944.62,EMI
TVS Credit EMI | Ref:69fd85ce | Amount: INR 96812.03,EMI
HDB Financial Services EMI | Ref:15f820e7 | Amount: INR 87062.16,EMI
IDFC FIRST Bank loan EMI | Ref:d27acdd8 | Amount: INR 90210.65,EMI
Bandhan Bank housing EMI | Ref:d2bd80e0 | Amount: INR 39842.36,EMI
CSB Bank gold loan EMI | Ref:e5ebcdb9 | Amount: INR 38147.45,EMI
Karur Vysya Bank EMI | Ref:d244dc4f | Amount: INR 41711.75,EMI
City Union Bank EMI | Ref:6af21faf | Amount: INR 39505.35,EMI
Tamilnad Mercantile housing EMI | Ref:3d3fbeaf | Amount: INR 64966.35,EMI
Credit card EMI on electronics | Ref:185da392 | Amount: INR 525.95,EMI
No cost EMI Amazon order | Ref:4ca4dd7e | Amount: INR 18746.94,EMI
No cost EMI Flipkart order | Ref:bc687dc4 | Amount: INR 31738.98,EMI
Debit EMI on POS purchase | Ref:ec8253da | Amount: INR 92643.8,EMI
BNPL postpaid bill EMI | Ref:e9b70137 | Amount: INR 35212.18,EMI
LazyPay EMI settlement | Ref:a6cea597 | Amount: INR 84183.56,EMI
Simpl pay later EMI | Ref:6af9db63 | Amount: INR 34806.74,EMI
ZestMoney EMI debit | Ref:fe6501cf | Amount: INR 71751.7,EMI
EarlySalary loan EMI | Ref:8316dce9 | Amount: INR 6844.13,EMI
KreditBee EMI repayment | Ref:1e8da8aa | Amount: INR 48736.61,EMI
MoneyTap line EMI | Ref:2bd6fd7e | Amount: INR 20494.47,EMI
Navi loan EMI | Ref:9dfefe3b | Amount: INR 3215.16,EMI
Paytm Postpaid EMI | Ref:cdced602 | Amount: INR 36116.31,EMI
Amazon Pay Later EMI | Ref:66b0cf33 | Amount: INR 63503.17,EMI
Flipkart Pay Later EMI | Ref:7a30ddaf | Amount: INR 23310.18,EMI
PhonePe postpaid EMI | Ref:cbdeb39d | Amount: INR 92497.66,EMI
Cred cash EMI | Ref:51cebe0c | Amount: INR 38981.35,EMI
Slice borrow EMI | Ref:3316b8dd | Amount: INR 93852.17,EMI
Uni card EMI | Ref:ea87eb28 | Amount: INR 35807.23,EMI
OneCard EMI conversion | Ref:d4f060a3 | Amount: INR 84168.45,EMI
Fi Salary Program EMI | Ref:eb3eca3f | Amount: INR 70960.33,EMI
Jupiter loan EMI | Ref:eb6ccb2e | Amount: INR 24696.99,EMI
NiyoX loan EMI | Ref:ce023c8f | Amount: INR 71044.92,EMI
Freo EMI | Ref:eacbbff9 | Amount: INR 39269.73,EMI
Stashfin EMI | Ref:24facae1 | Amount: INR 93139.33,EMI
SmartCoin EMI | Ref:0af3b02b | Amount: INR 82986.34,EMI
RupeeRedee EMI | Ref:0d0aaae9 | Amount: INR 255.61,EMI
CashBean EMI | Ref:e7f3eec3 | Amount: INR 24484.01,EMI
mPokket student EMI | Ref:f86eaefc | Amount: INR 92780.8,EMI
Propelld education EMI | Ref:4fcfd6b0 | Amount: INR 80518.83,EMI
Avanse education loan EMI | Ref:8c639304 | Amount: INR 52520.45,EMI
Credila education EMI | Ref:d17ea386 | Amount: INR 53197.08,EMI
Auxilo education EMI | Ref:6175d2c4 | Amount: INR 98284.4,EMI
HDFC Credila EMI | Ref:7a3e61cf | Amount: INR 26035.38,EMI
Axis education loan EMI | Ref:c8965fce | Amount: INR 42009.01,EMI
Prodigy Finance EMI INR | Ref:29f407da | Amount: INR 50711.73,EMI
Leap finance study EMI | Ref:6abc3daf | Amount: INR 91518.27,EMI
MPOWER financing EMI | Ref:d23ace5f | Amount: INR 26412.57,EMI
Leap Scholar EMI | Ref:9ea3e0dd | Amount: INR 23411.38,EMI
Education loan moratorium ended EMI | Ref:0cbd70b6 | Amount: INR 34048.39,EMI
Top-up loan EMI after prepay | Ref:ddd6eaee | Amount: INR 68024.63,EMI
Balance transfer EMI card | Ref:33e37acc | Amount: INR 83395.65,EMI
Loan against property EMI | Ref:b0d60f2d | Amount: INR 75550.72,EMI
Loan against FD EMI | Ref:4f8bdb04 | Amount: INR 10692.01,EMI
Gold loan bullet repayment EMI | Ref:3898fd49 | Amount: INR 60297.08,EMI
Overdraft EMI conversion | Ref:ae9bb9be | Amount: INR 28216.58,EMI
OD limit EMI auto debit | Ref:43acaf61 | Amount: INR 94720.68,EMI
Cash credit EMI MSME | Ref:36abfa26 | Amount: INR 67498.02,EMI
Working capital EMI | Ref:0f7036ca | Amount: INR 91480.61,EMI
Machinery loan EMI | Ref:aff938ed | Amount: INR 14943.82,EMI
CGTMSE backed loan EMI | Ref:ddc05e12 | Amount: INR 1593.73,EMI
PMEGP loan EMI | Ref:267c19ee | Amount: INR 74461.32,EMI
Mudra loan EMI Shishu | Ref:da6a1cdb | Amount: INR 24907.97,EMI
Mudra loan EMI Kishor | Ref:1f86d9f7 | Amount: INR 84022.69,EMI
Mudra loan EMI Tarun | Ref:d540eba6 | Amount: INR 178.61,EMI
Stand-Up India loan EMI | Ref:d36ec90e | Amount: INR 38096.25,EMI
Startup India seed loan EMI | Ref:75811145 | Amount: INR 18866.13,EMI
Venture debt EMI rare | Ref:cc3e5afd | Amount: INR 80500.24,EMI
NBFC LAP EMI | Ref:1fe39593 | Amount: INR 39586.18,EMI
Co-lending bank NBFC EMI | Ref:650f9ac5 | Amount: INR 9999.97,EMI
Securitisation pool EMI notice | Ref:3f19bb8f | Amount: INR 84590.18,EMI
NACH bounce re-present EMI | Ref:8fcd633f | Amount: INR 6529.4,EMI
ECS mandate home loan EMI | Ref:fdf09460 | Amount: INR 16516.35,EMI
SI standing instruction EMI | Ref:3dab18fa | Amount: INR 44830.87,EMI
Auto debit bounce charge plus EMI | Ref:bae726c8 | Amount: INR 82429.84,EMI
Part prepayment EMI reschedule | Ref:1e07ad8d | Amount: INR 94668.62,EMI
EMI holiday month catch-up | Ref:fe8fc35b | Amount: INR 67870.14,EMI
Moratorium interest capitalisation EMI | Ref:8dd46f1b | Amount: INR 15992.07,EMI
